Value Date,Trade Name,Trade Currency,Zero Rate Shock,TV,Expiry Bucket,Expiry Date,Tenor Bucket,Vega
02/09/2022,dummyTrade3,USD,5,-213234.2771,8y,02/09/2030,5y,176.8320884
02/09/2022,dummyTrade3,USD,10,-212371.6697,8y,02/09/2030,5y,180.3043413
02/09/2022,dummyTrade3,USD,25,-209591.5699,8y,02/09/2030,5y,199.0830365
02/09/2022,dummyTrade3,USD,50,-203956.0442,8y,02/09/2030,5y,222.8214308
02/09/2022,dummyTrade3,USD,75,-196272.3348,8y,02/09/2030,5y,229.9738081
02/09/2022,dummyTrade3,USD,100,-184748.8238,8y,02/09/2030,5y,239.8263738
02/09/2022,dummyTrade4,USD,-100,-226808.3315,8y,02/09/2030,5y,161.7226511
02/09/2022,dummyTrade4,USD,-50,-221555.8081,8y,02/09/2030,5y,151.0617223
02/09/2022,dummyTrade4,USD,-25,-218273.4149,8y,02/09/2030,5y,158.678398
02/09/2022,dummyTrade4,USD,-10,-216075.4802,8y,02/09/2030,5y,165.7877761
02/09/2022,dummyTrade4,USD,-5,-215300.379,8y,02/09/2030,5y,167.3914725
02/09/2022,dummyTrade4,USD,0,-214502.3303,8y,02/09/2030,5y,172.1257834
02/09/2022,dummyTrade4,USD,5,-213680.122,8y,02/09/2030,5y,176.3395634
02/09/2022,dummyTrade4,USD,10,-212824.3975,8y,02/09/2030,5y,187.1203187
02/09/2022,dummyTrade4,USD,25,-210067.3072,8y,02/09/2030,5y,206.7353849
02/09/2022,dummyTrade4,USD,50,-204458.3028,8y,02/09/2030,5y,232.6370368
02/09/2022,dummyTrade4,USD,75,-196794.6208,8y,02/09/2030,5y,240.8511742
02/09/2022,dummyTrade4,USD,100,-185264.6044,8y,02/09/2030,5y,238.5636155
02/09/2022,dummyTrade5,USD,-100,-223988.5065,8y,02/09/2030,5y,0.39387055
02/09/2022,dummyTrade5,USD,-50,-219464.7169,8y,02/09/2030,5y,2.01955142
02/09/2022,dummyTrade5,USD,-25,-216232.0345,8y,02/09/2030,5y,-0.84233863
02/09/2022,dummyTrade5,USD,-10,-213971.8244,8y,02/09/2030,5y,-0.05696323
02/09/2022,dummyTrade5,USD,-5,-213166.4625,8y,02/09/2030,5y,0.27688347
02/09/2022,dummyTrade5,USD,0,-212330.582,8y,02/09/2030,5y,0.18674087
02/09/2022,dummyTrade5,USD,5,-211467.1673,8y,02/09/2030,5y,-1.38265938
02/09/2022,dummyTrade5,USD,10,-210567.1885,8y,02/09/2030,5y,-1.12385499
02/09/2022,dummyTrade5,USD,25,-207641.5728,8y,02/09/2030,5y,0.83845429
02/09/2022,dummyTrade5,USD,50,-201717.9231,8y,02/09/2030,5y,3.38492829
02/09/2022,dummyTrade5,USD,75,-193788.9589,8y,02/09/2030,5y,0.11069239
02/09/2022,dummyTrade5,USD,100,-182298.8104,8y,02/09/2030,5y,-2.61610347
02/09/2022,dummyTrade6,USD,-100,-224125.1313,8y,02/09/2030,5y,-0.27287119
02/09/2022,dummyTrade6,USD,-50,-219636.0773,8y,02/09/2030,5y,-1.3270156
02/09/2022,dummyTrade6,USD,-25,-216429.7775,8y,02/09/2030,5y,-1.25698032
02/09/2022,dummyTrade6,USD,-10,-214198.4025,8y,02/09/2030,5y,2.49056437
02/09/2022,dummyTrade6,USD,-5,-213398.7559,8y,02/09/2030,5y,1.3272444
02/09/2022,dummyTrade6,USD,0,-212567.2816,8y,02/09/2030,5y,0.06256217
02/09/2022,dummyTrade6,USD,5,-211705.7851,8y,02/09/2030,5y,-0.16643563
02/09/2022,dummyTrade6,USD,10,-210809.4446,8y,02/09/2030,5y,0.60362215
02/09/2022,dummyTrade6,USD,25,-207889.7237,8y,02/09/2030,5y,2.17715027
02/09/2022,dummyTrade6,USD,50,-201968.7276,8y,02/09/2030,5y,5.05093744
02/09/2022,dummyTrade6,USD,75,-194075.2122,8y,02/09/2030,5y,-3.18064018
02/09/2022,dummyTrade6,USD,100,-182578.7242,8y,02/09/2030,5y,-1.68687432
02/09/2022,dummyTrade7,USD,-100,-677481.2691,8y,02/09/2030,5y,-136.2598422
02/09/2022,dummyTrade7,USD,-50,-652240.7277,8y,02/09/2030,5y,-105.4923098
02/09/2022,dummyTrade7,USD,-25,-635718.1689,8y,02/09/2030,5y,-193.5490394
02/09/2022,dummyTrade7,USD,-10,-624421.7668,8y,02/09/2030,5y,-116.8840028
02/09/2022,dummyTrade7,USD,-5,-620428.5186,8y,02/09/2030,5y,-113.8420673
02/09/2022,dummyTrade7,USD,0,-616276.7763,8y,02/09/2030,5y,-160.2451863
02/09/2022,dummyTrade7,USD,5,-611953.3314,8y,02/09/2030,5y,-17.60985534
02/09/2022,dummyTrade7,USD,10,-607455.576,8y,02/09/2030,5y,-219.0995624
02/09/2022,dummyTrade7,USD,25,-592860.8099,8y,02/09/2030,5y,-205.6723477
02/09/2022,dummyTrade7,USD,50,-564227.3709,8y,02/09/2030,5y,-39.26087736
02/09/2022,dummyTrade7,USD,75,-527747.6564,8y,02/09/2030,5y,135.437137
02/09/2022,dummyTrade7,USD,100,-480146.9554,8y,02/09/2030,5y,-7.23854847
02/09/2022,dummyTrade8,USD,-100,-678374.3212,8y,02/09/2030,5y,-285.3763092
02/09/2022,dummyTrade8,USD,-50,-653383.1949,8y,02/09/2030,5y,-89.78943048
02/09/2022,dummyTrade8,USD,-25,-636955.9974,8y,02/09/2030,5y,-204.1226593
02/09/2022,dummyTrade8,USD,-10,-625685.1286,8y,02/09/2030,5y,-98.79568163
02/09/2022,dummyTrade8,USD,-5,-621678.7092,8y,02/09/2030,5y,-61.73810262
02/09/2022,dummyTrade8,USD,0,-617544.4322,8y,02/09/2030,5y,17.60580605
02/09/2022,dummyTrade8,USD,5,-613256.8345,8y,02/09/2030,5y,-92.55994239
02/09/2022,dummyTrade8,USD,10,-608776.6824,8y,02/09/2030,5y,-172.9353289
02/09/2022,dummyTrade8,USD,25,-594256.6853,8y,02/09/2030,5y,22.74599051
02/09/2022,dummyTrade8,USD,50,-565566.813,8y,02/09/2030,5y,-26.52565979
02/09/2022,dummyTrade8,USD,75,-529235.226,8y,02/09/2030,5y,27.0347462
02/09/2022,dummyTrade8,USD,100,-481488.5161,8y,02/09/2030,5y,-27.10203876
02/09/2022,dummyTrade9,USD,-100,-672195.1673,8y,02/09/2030,5y,813.5664572
02/09/2022,dummyTrade9,USD,-50,-648929.937,8y,02/09/2030,5y,644.0284908
02/09/2022,dummyTrade9,USD,-25,-633405.1556,8y,02/09/2030,5y,680.0088122
02/09/2022,dummyTrade9,USD,-10,-622774.7291,8y,02/09/2030,5y,730.3310785
02/09/2022,dummyTrade9,USD,-5,-618981.1441,8y,02/09/2030,5y,723.6273465
02/09/2022,dummyTrade9,USD,0,-615048.7029,8y,02/09/2030,5y,634.8958904
02/09/2022,dummyTrade9,USD,5,-610978.5764,8y,02/09/2030,5y,706.5561999
02/09/2022,dummyTrade9,USD,10,-606713.6953,8y,02/09/2030,5y,728.7015901
02/09/2022,dummyTrade9,USD,25,-592893.4945,8y,02/09/2030,5y,639.69948
02/09/2022,dummyTrade9,USD,50,-565826.0939,8y,02/09/2030,5y,714.4183582
02/09/2022,dummyTrade9,USD,75,-531374.3034,8y,02/09/2030,5y,798.2019559
02/09/2022,dummyTrade9,USD,100,-486080.7366,8y,02/09/2030,5y,703.9532394
02/09/2022,dummyTrade1,USD,-100,-227907.0988,8y,02/09/2030,8y,0.66300641
02/09/2022,dummyTrade1,USD,-50,-222208.401,8y,02/09/2030,8y,0.59149592
02/09/2022,dummyTrade1,USD,-25,-218960.928,8y,02/09/2030,8y,0.59796083
02/09/2022,dummyTrade1,USD,-10,-216872.4301,8y,02/09/2030,8y,0.58216665
02/09/2022,dummyTrade1,USD,-5,-216146.3103,8y,02/09/2030,8y,0.67621678
02/09/2022,dummyTrade1,USD,0,-215402.6562,8y,02/09/2030,8y,0.6928879
02/09/2022,dummyTrade1,USD,5,-214640.4941,8y,02/09/2030,8y,0.64726461
02/09/2022,dummyTrade1,USD,10,-213858.4524,8y,02/09/2030,8y,0.66578607
02/09/2022,dummyTrade1,USD,25,-211345.8047,8y,02/09/2030,8y,0.87763512
02/09/2022,dummyTrade1,USD,50,-206384.346,8y,02/09/2030,8y,1.14515047
02/09/2022,dummyTrade1,USD,75,-199714.2936,8y,02/09/2030,8y,1.38087863
02/09/2022,dummyTrade1,USD,100,-189622.2591,8y,02/09/2030,8y,1.10598088
02/09/2022,dummyTrade10,USD,-100,-672928.6729,8y,02/09/2030,8y,-55.42784107
02/09/2022,dummyTrade10,USD,-50,-650078.9227,8y,02/09/2030,8y,-89.99397755
02/09/2022,dummyTrade10,USD,-25,-634657.4381,8y,02/09/2030,8y,-39.05564204
02/09/2022,dummyTrade10,USD,-10,-624022.6605,8y,02/09/2030,8y,-106.8603914
02/09/2022,dummyTrade10,USD,-5,-620231.3514,8y,02/09/2030,8y,-62.17429148
02/09/2022,dummyTrade10,USD,0,-616299.3692,8y,02/09/2030,8y,-57.94841687
02/09/2022,dummyTrade10,USD,5,-612233.3924,8y,02/09/2030,8y,-7.45839497
02/09/2022,dummyTrade10,USD,10,-608000.1809,8y,02/09/2030,8y,-82.23527012
02/09/2022,dummyTrade10,USD,25,-594209.3613,8y,02/09/2030,8y,-171.3529619
02/09/2022,dummyTrade10,USD,50,-567220.1964,8y,02/09/2030,8y,-123.6451603
02/09/2022,dummyTrade10,USD,75,-532894.9917,8y,02/09/2030,8y,-218.7439853
02/09/2022,dummyTrade10,USD,100,-487549.4308,8y,02/09/2030,8y,-98.6519157
02/09/2022,dummyTrade11,USD,-100,-656205.6759,8y,02/09/2030,8y,54.43543089
02/09/2022,dummyTrade11,USD,-50,-638618.8708,8y,02/09/2030,8y,53.34118183
02/09/2022,dummyTrade11,USD,-25,-625046.6749,8y,02/09/2030,8y,32.78059907
02/09/2022,dummyTrade11,USD,-10,-615560.882,8y,02/09/2030,8y,75.89005499
02/09/2022,dummyTrade11,USD,-5,-612195.2539,8y,02/09/2030,8y,60.85032879
02/09/2022,dummyTrade11,USD,0,-608678.011,8y,02/09/2030,8y,42.32898928
02/09/2022,dummyTrade11,USD,5,-605011.4122,8y,02/09/2030,8y,26.08134196
02/09/2022,dummyTrade11,USD,10,-601217.9259,8y,02/09/2030,8y,42.73218898
02/09/2022,dummyTrade11,USD,25,-588957.1544,8y,02/09/2030,8y,40.35470294
02/09/2022,dummyTrade11,USD,50,-564839.0675,8y,02/09/2030,8y,20.30954448
02/09/2022,dummyTrade11,USD,75,-534769.3519,8y,02/09/2030,8y,24.63829032
02/09/2022,dummyTrade11,USD,100,-495925.008,8y,02/09/2030,8y,-33.91772081
02/09/2022,dummyTrade12,USD,-100,-656693.4699,8y,02/09/2030,8y,53.81147726
02/09/2022,dummyTrade12,USD,-50,-639220.4691,8y,02/09/2030,8y,13.09608531
02/09/2022,dummyTrade12,USD,-25,-625704.7231,8y,02/09/2030,8y,20.63835374
02/09/2022,dummyTrade12,USD,-10,-616280.6867,8y,02/09/2030,8y,50.02882989
02/09/2022,dummyTrade12,USD,-5,-612895.6644,8y,02/09/2030,8y,34.68878981
02/09/2022,dummyTrade12,USD,0,-609360.6624,8y,02/09/2030,8y,47.72468077
02/09/2022,dummyTrade12,USD,5,-605697.9146,8y,02/09/2030,8y,68.63583616
02/09/2022,dummyTrade12,USD,10,-601903.9338,8y,02/09/2030,8y,51.4401775
02/09/2022,dummyTrade12,USD,25,-589625.7192,8y,02/09/2030,8y,24.48760638
02/09/2022,dummyTrade12,USD,50,-565587.1948,8y,02/09/2030,8y,61.05491332
02/09/2022,dummyTrade12,USD,75,-535514.5526,8y,02/09/2030,8y,49.90848747
02/09/2022,dummyTrade12,USD,100,-496774.34,8y,02/09/2030,8y,-13.16559799
02/09/2022,dummyTrade2,USD,-100,-228174.0202,8y,02/09/2030,8y,0.5974235
02/09/2022,dummyTrade2,USD,-50,-222566.5913,8y,02/09/2030,8y,0.43482777
02/09/2022,dummyTrade2,USD,-25,-219360.3687,8y,02/09/2030,8y,0.55046909
02/09/2022,dummyTrade2,USD,-10,-217288.0377,8y,02/09/2030,8y,0.61392603
02/09/2022,dummyTrade2,USD,-5,-216570.262,8y,02/09/2030,8y,0.59930564
02/09/2022,dummyTrade2,USD,0,-215836.7872,8y,02/09/2030,8y,0.67866772
02/09/2022,dummyTrade2,USD,5,-215084.8514,8y,02/09/2030,8y,0.73728352
02/09/2022,dummyTrade2,USD,10,-214309.757,8y,02/09/2030,8y,0.66878398
02/09/2022,dummyTrade2,USD,25,-211816.2608,8y,02/09/2030,8y,0.90069925
02/09/2022,dummyTrade2,USD,50,-206874.9273,8y,02/09/2030,8y,1.13032031
02/09/2022,dummyTrade2,USD,75,-200251.019,8y,02/09/2030,8y,0.89286271
02/09/2022,dummyTrade2,USD,100,-190159.2197,8y,02/09/2030,8y,1.4295609
02/09/2022,dummyTrade3,USD,-100,-226544.4595,8y,02/09/2030,8y,7.56259284
02/09/2022,dummyTrade3,USD,-50,-221205.4108,8y,02/09/2030,8y,8.72982237
02/09/2022,dummyTrade3,USD,-25,-217879.5176,8y,02/09/2030,8y,8.9012949
02/09/2022,dummyTrade3,USD,-10,-215660.0142,8y,02/09/2030,8y,8.95520661
02/09/2022,dummyTrade3,USD,-5,-214877.7424,8y,02/09/2030,8y,8.84374653
02/09/2022,dummyTrade3,USD,0,-214068.7108,8y,02/09/2030,8y,8.78953155
02/09/2022,dummyTrade3,USD,5,-213234.2771,8y,02/09/2030,8y,8.13794554
02/09/2022,dummyTrade3,USD,10,-212371.6697,8y,02/09/2030,8y,9.61920975
02/09/2022,dummyTrade3,USD,25,-209591.5699,8y,02/09/2030,8y,10.93949628
02/09/2022,dummyTrade3,USD,50,-203956.0442,8y,02/09/2030,8y,5.36020173
02/09/2022,dummyTrade3,USD,75,-196272.3348,8y,02/09/2030,8y,0.45093607
02/09/2022,dummyTrade3,USD,100,-184748.8238,8y,02/09/2030,8y,2.69085076
02/09/2022,dummyTrade4,USD,-100,-226808.3315,8y,02/09/2030,8y,7.58548693
02/09/2022,dummyTrade4,USD,-50,-221555.8081,8y,02/09/2030,8y,9.7677331
02/09/2022,dummyTrade4,USD,-25,-218273.4149,8y,02/09/2030,8y,8.39954775
02/09/2022,dummyTrade4,USD,-10,-216075.4802,8y,02/09/2030,8y,10.75651144
02/09/2022,dummyTrade4,USD,-5,-215300.379,8y,02/09/2030,8y,8.56157205
02/09/2022,dummyTrade4,USD,0,-214502.3303,8y,02/09/2030,8y,9.12864225
02/09/2022,dummyTrade4,USD,5,-213680.122,8y,02/09/2030,8y,8.06715654
02/09/2022,dummyTrade4,USD,10,-212824.3975,8y,02/09/2030,8y,7.9380087
02/09/2022,dummyTrade4,USD,25,-210067.3072,8y,02/09/2030,8y,6.75558145
02/09/2022,dummyTrade4,USD,50,-204458.3028,8y,02/09/2030,8y,2.89344004
02/09/2022,dummyTrade4,USD,75,-196794.6208,8y,02/09/2030,8y,4.73584009
02/09/2022,dummyTrade4,USD,100,-185264.6044,8y,02/09/2030,8y,-0.67496884
02/09/2022,dummyTrade5,USD,-100,-223988.5065,8y,02/09/2030,8y,15.01969962
02/09/2022,dummyTrade5,USD,-50,-219464.7169,8y,02/09/2030,8y,14.20736819
02/09/2022,dummyTrade5,USD,-25,-216232.0345,8y,02/09/2030,8y,14.41210241
02/09/2022,dummyTrade5,USD,-10,-213971.8244,8y,02/09/2030,8y,16.47034351
02/09/2022,dummyTrade5,USD,-5,-213166.4625,8y,02/09/2030,8y,17.80657376
02/09/2022,dummyTrade5,USD,0,-212330.582,8y,02/09/2030,8y,16.70322097
02/09/2022,dummyTrade5,USD,5,-211467.1673,8y,02/09/2030,8y,17.02655129
02/09/2022,dummyTrade5,USD,10,-210567.1885,8y,02/09/2030,8y,19.16043425
02/09/2022,dummyTrade5,USD,25,-207641.5728,8y,02/09/2030,8y,18.12415333
02/09/2022,dummyTrade5,USD,50,-201717.9231,8y,02/09/2030,8y,20.92850007
02/09/2022,dummyTrade5,USD,75,-193788.9589,8y,02/09/2030,8y,24.83135056
02/09/2022,dummyTrade5,USD,100,-182298.8104,8y,02/09/2030,8y,17.49270616
02/09/2022,dummyTrade6,USD,-100,-224125.1313,8y,02/09/2030,8y,11.13357963
02/09/2022,dummyTrade6,USD,-50,-219636.0773,8y,02/09/2030,8y,14.29643239
02/09/2022,dummyTrade6,USD,-25,-216429.7775,8y,02/09/2030,8y,17.08819341
02/09/2022,dummyTrade6,USD,-10,-214198.4025,8y,02/09/2030,8y,19.77082755
02/09/2022,dummyTrade6,USD,-5,-213398.7559,8y,02/09/2030,8y,19.73539457
02/09/2022,dummyTrade6,USD,0,-212567.2816,8y,02/09/2030,8y,20.59237054
02/09/2022,dummyTrade6,USD,5,-211705.7851,8y,02/09/2030,8y,20.81898623
02/09/2022,dummyTrade6,USD,10,-210809.4446,8y,02/09/2030,8y,21.83523676
02/09/2022,dummyTrade6,USD,25,-207889.7237,8y,02/09/2030,8y,20.02117747
02/09/2022,dummyTrade6,USD,50,-201968.7276,8y,02/09/2030,8y,23.68374477
02/09/2022,dummyTrade6,USD,75,-194075.2122,8y,02/09/2030,8y,24.05168723
02/09/2022,dummyTrade6,USD,100,-182578.7242,8y,02/09/2030,8y,22.25657306
02/09/2022,dummyTrade7,USD,-100,-677481.2691,8y,02/09/2030,8y,24.13156334
02/09/2022,dummyTrade7,USD,-50,-652240.7277,8y,02/09/2030,8y,-29.67634073
02/09/2022,dummyTrade7,USD,-25,-635718.1689,8y,02/09/2030,8y,-82.69927566
02/09/2022,dummyTrade7,USD,-10,-624421.7668,8y,02/09/2030,8y,-84.42610419
02/09/2022,dummyTrade7,USD,-5,-620428.5186,8y,02/09/2030,8y,-62.79420306
02/09/2022,dummyTrade7,USD,0,-616276.7763,8y,02/09/2030,8y,-43.03771595
02/09/2022,dummyTrade7,USD,5,-611953.3314,8y,02/09/2030,8y,-36.21363185
02/09/2022,dummyTrade7,USD,10,-607455.576,8y,02/09/2030,8y,-38.2269124
02/09/2022,dummyTrade7,USD,25,-592860.8099,8y,02/09/2030,8y,-17.85276043
02/09/2022,dummyTrade7,USD,50,-564227.3709,8y,02/09/2030,8y,-34.43272992
02/09/2022,dummyTrade7,USD,75,-527747.6564,8y,02/09/2030,8y,0.93013064
02/09/2022,dummyTrade7,USD,100,-480146.9554,8y,02/09/2030,8y,-6.35556276
02/09/2022,dummyTrade8,USD,-100,-678374.3212,8y,02/09/2030,8y,48.8234685
02/09/2022,dummyTrade8,USD,-50,-653383.1949,8y,02/09/2030,8y,-92.99889297
02/09/2022,dummyTrade8,USD,-25,-636955.9974,8y,02/09/2030,8y,-48.31171924
02/09/2022,dummyTrade8,USD,-10,-625685.1286,8y,02/09/2030,8y,-75.30100485
02/09/2022,dummyTrade8,USD,-5,-621678.7092,8y,02/09/2030,8y,6.7765538
02/09/2022,dummyTrade8,USD,0,-617544.4322,8y,02/09/2030,8y,-64.90239459
02/09/2022,dummyTrade8,USD,5,-613256.8345,8y,02/09/2030,8y,-94.31052965
02/09/2022,dummyTrade8,USD,10,-608776.6824,8y,02/09/2030,8y,-80.75499951
02/09/2022,dummyTrade8,USD,25,-594256.6853,8y,02/09/2030,8y,-49.26408074
02/09/2022,dummyTrade8,USD,50,-565566.813,8y,02/09/2030,8y,49.31698927
02/09/2022,dummyTrade8,USD,75,-529235.226,8y,02/09/2030,8y,38.19134975
02/09/2022,dummyTrade8,USD,100,-481488.5161,8y,02/09/2030,8y,44.6364592
02/09/2022,dummyTrade9,USD,-100,-672195.1673,8y,02/09/2030,8y,-46.24330121
02/09/2022,dummyTrade9,USD,-50,-648929.937,8y,02/09/2030,8y,-106.65554
02/09/2022,dummyTrade9,USD,-25,-633405.1556,8y,02/09/2030,8y,-103.6930464
02/09/2022,dummyTrade9,USD,-10,-622774.7291,8y,02/09/2030,8y,-101.3887231
02/09/2022,dummyTrade9,USD,-5,-618981.1441,8y,02/09/2030,8y,-185.4202831
02/09/2022,dummyTrade9,USD,0,-615048.7029,8y,02/09/2030,8y,-62.88111986
02/09/2022,dummyTrade9,USD,5,-610978.5764,8y,02/09/2030,8y,-8.86226519
02/09/2022,dummyTrade9,USD,10,-606713.6953,8y,02/09/2030,8y,-27.85770467
02/09/2022,dummyTrade9,USD,25,-592893.4945,8y,02/09/2030,8y,-60.61087965
02/09/2022,dummyTrade9,USD,50,-565826.0939,8y,02/09/2030,8y,-109.5753641
02/09/2022,dummyTrade9,USD,75,-531374.3034,8y,02/09/2030,8y,-94.91069871
02/09/2022,dummyTrade9,USD,100,-486080.7366,8y,02/09/2030,8y,-67.64305801
02/09/2022,dummyTrade1,USD,-100,-227907.0988,10y,02/09/2032,10y,-0.08086005
02/09/2022,dummyTrade1,USD,-50,-222208.401,10y,02/09/2032,10y,-0.08062469
02/09/2022,dummyTrade1,USD,-25,-218960.928,10y,02/09/2032,10y,-0.10810106
02/09/2022,dummyTrade1,USD,-10,-216872.4301,10y,02/09/2032,10y,-0.0996987
02/09/2022,dummyTrade1,USD,-5,-216146.3103,10y,02/09/2032,10y,-0.10013688
02/09/2022,dummyTrade1,USD,0,-215402.6562,10y,02/09/2032,10y,-0.11809454
02/09/2022,dummyTrade1,USD,5,-214640.4941,10y,02/09/2032,10y,-0.15085742
02/09/2022,dummyTrade1,USD,10,-213858.4524,10y,02/09/2032,10y,-0.13911132
02/09/2022,dummyTrade1,USD,25,-211345.8047,10y,02/09/2032,10y,-0.17024276
02/09/2022,dummyTrade1,USD,50,-206384.346,10y,02/09/2032,10y,-0.0922318
02/09/2022,dummyTrade1,USD,75,-199714.2936,10y,02/09/2032,10y,0.01790587
02/09/2022,dummyTrade1,USD,100,-189622.2591,10y,02/09/2032,10y,-0.08268325
02/09/2022,dummyTrade10,USD,-100,-672928.6729,10y,02/09/2032,10y,-38.4989788
02/09/2022,dummyTrade10,USD,-50,-650078.9227,10y,02/09/2032,10y,-26.57590953
02/09/2022,dummyTrade10,USD,-25,-634657.4381,10y,02/09/2032,10y,-41.6946261
02/09/2022,dummyTrade10,USD,-10,-624022.6605,10y,02/09/2032,10y,-32.03341832
02/09/2022,dummyTrade10,USD,-5,-620231.3514,10y,02/09/2032,10y,-35.64092382
02/09/2022,dummyTrade10,USD,0,-616299.3692,10y,02/09/2032,10y,-44.2746773
02/09/2022,dummyTrade10,USD,5,-612233.3924,10y,02/09/2032,10y,-42.37668733
02/09/2022,dummyTrade10,USD,10,-608000.1809,10y,02/09/2032,10y,-44.73612823
02/09/2022,dummyTrade10,USD,25,-594209.3613,10y,02/09/2032,10y,-28.04775609
02/09/2022,dummyTrade10,USD,50,-567220.1964,10y,02/09/2032,10y,-29.55892639
02/09/2022,dummyTrade10,USD,75,-532894.9917,10y,02/09/2032,10y,-33.78042253
02/09/2022,dummyTrade10,USD,100,-487549.4308,10y,02/09/2032,10y,-26.1875256
02/09/2022,dummyTrade11,USD,-100,-656205.6759,10y,02/09/2032,10y,879.7972047
02/09/2022,dummyTrade11,USD,-50,-638618.8708,10y,02/09/2032,10y,872.577229
02/09/2022,dummyTrade11,USD,-25,-625046.6749,10y,02/09/2032,10y,831.8461697
02/09/2022,dummyTrade11,USD,-10,-615560.882,10y,02/09/2032,10y,822.0114837
02/09/2022,dummyTrade11,USD,-5,-612195.2539,10y,02/09/2032,10y,862.8621084
02/09/2022,dummyTrade11,USD,0,-608678.011,10y,02/09/2032,10y,846.6740224
02/09/2022,dummyTrade11,USD,5,-605011.4122,10y,02/09/2032,10y,836.8105108
02/09/2022,dummyTrade11,USD,10,-601217.9259,10y,02/09/2032,10y,836.0957515
02/09/2022,dummyTrade11,USD,25,-588957.1544,10y,02/09/2032,10y,806.7629439
02/09/2022,dummyTrade11,USD,50,-564839.0675,10y,02/09/2032,10y,796.1194775
02/09/2022,dummyTrade11,USD,75,-534769.3519,10y,02/09/2032,10y,739.5999374
02/09/2022,dummyTrade11,USD,100,-495925.008,10y,02/09/2032,10y,660.4783763
02/09/2022,dummyTrade12,USD,-100,-656693.4699,10y,02/09/2032,10y,919.6737282
02/09/2022,dummyTrade12,USD,-50,-639220.4691,10y,02/09/2032,10y,817.258446
02/09/2022,dummyTrade12,USD,-25,-625704.7231,10y,02/09/2032,10y,816.3709062
02/09/2022,dummyTrade12,USD,-10,-616280.6867,10y,02/09/2032,10y,825.814396
02/09/2022,dummyTrade12,USD,-5,-612895.6644,10y,02/09/2032,10y,823.8433837
02/09/2022,dummyTrade12,USD,0,-609360.6624,10y,02/09/2032,10y,824.1035864
02/09/2022,dummyTrade12,USD,5,-605697.9146,10y,02/09/2032,10y,814.0850789
02/09/2022,dummyTrade12,USD,10,-601903.9338,10y,02/09/2032,10y,795.0796181
02/09/2022,dummyTrade12,USD,25,-589625.7192,10y,02/09/2032,10y,812.2218461
02/09/2022,dummyTrade12,USD,50,-565587.1948,10y,02/09/2032,10y,790.0320481
02/09/2022,dummyTrade12,USD,75,-535514.5526,10y,02/09/2032,10y,757.2803805
02/09/2022,dummyTrade12,USD,100,-496774.34,10y,02/09/2032,10y,649.0381811
02/09/2022,dummyTrade2,USD,-100,-228174.0202,10y,02/09/2032,10y,-0.11432072
02/09/2022,dummyTrade2,USD,-50,-222566.5913,10y,02/09/2032,10y,-0.0973737
02/09/2022,dummyTrade2,USD,-25,-219360.3687,10y,02/09/2032,10y,-0.15928026
02/09/2022,dummyTrade2,USD,-10,-217288.0377,10y,02/09/2032,10y,-0.14026041
02/09/2022,dummyTrade2,USD,-5,-216570.262,10y,02/09/2032,10y,-0.11685042
02/09/2022,dummyTrade2,USD,0,-215836.7872,10y,02/09/2032,10y,-0.1114739
02/09/2022,dummyTrade2,USD,5,-215084.8514,10y,02/09/2032,10y,-0.10037287
02/09/2022,dummyTrade2,USD,10,-214309.757,10y,02/09/2032,10y,-0.17597461
02/09/2022,dummyTrade2,USD,25,-211816.2608,10y,02/09/2032,10y,-0.12171172
02/09/2022,dummyTrade2,USD,50,-206874.9273,10y,02/09/2032,10y,-0.18041073
02/09/2022,dummyTrade2,USD,75,-200251.019,10y,02/09/2032,10y,-0.20873363
02/09/2022,dummyTrade2,USD,100,-190159.2197,10y,02/09/2032,10y,-0.1403042
02/09/2022,dummyTrade3,USD,-100,-226544.4595,10y,02/09/2032,10y,-0.40041798
02/09/2022,dummyTrade3,USD,-50,-221205.4108,10y,02/09/2032,10y,-0.13276549
02/09/2022,dummyTrade3,USD,-25,-217879.5176,10y,02/09/2032,10y,-0.37369953
02/09/2022,dummyTrade3,USD,-10,-215660.0142,10y,02/09/2032,10y,-0.33012893
02/09/2022,dummyTrade3,USD,-5,-214877.7424,10y,02/09/2032,10y,-0.2358669
02/09/2022,dummyTrade3,USD,0,-214068.7108,10y,02/09/2032,10y,-0.35913687
02/09/2022,dummyTrade3,USD,5,-213234.2771,10y,02/09/2032,10y,-0.40093104
02/09/2022,dummyTrade3,USD,10,-212371.6697,10y,02/09/2032,10y,-0.35602051
02/09/2022,dummyTrade3,USD,25,-209591.5699,10y,02/09/2032,10y,-0.51538665
02/09/2022,dummyTrade3,USD,50,-203956.0442,10y,02/09/2032,10y,-0.47581643
02/09/2022,dummyTrade3,USD,75,-196272.3348,10y,02/09/2032,10y,-0.42140675
02/09/2022,dummyTrade3,USD,100,-184748.8238,10y,02/09/2032,10y,-0.35777681
02/09/2022,dummyTrade4,USD,-100,-226808.3315,10y,02/09/2032,10y,-0.30124956
02/09/2022,dummyTrade4,USD,-50,-221555.8081,10y,02/09/2032,10y,-0.24666956
02/09/2022,dummyTrade4,USD,-25,-218273.4149,10y,02/09/2032,10y,-0.21246383
02/09/2022,dummyTrade4,USD,-10,-216075.4802,10y,02/09/2032,10y,-0.22479164
